"ID","GENDER","MARITALSTATUS","NUMCHILDREN","ESTINCOME","AGE","MONTHSASCUSTOMER","LOYALTYSCHEME","LASTBILLAMOUNT","AVGMONTHLYSPEND","TOTALSPEND","SUPPORTCALLSYEAR","COMPLAINTSYEAR","COMPLAINTSMONTH","CHURN"
"8248","F","Married","0","87395","39","71","N","118.46","118.46","8410.66","4","0","0","F"
"8250","F","Married","0","81174","31","92","N","171.32","171.78","15803.76","0","2","1","F"
"8251","M","Single","1","3031","27","13","N","57.5","57.73","750.49","7","2","1","F"
"8253","M","Single","0","297082","28","98","N","130.0","130.47","12786.06","10","2","1","F"
"8254","M","Single","1","60852","18","10","Y","82.53","86.78","867.8","3","2","1","F"
"8256","M","Married","0","35447","46","58","N","85.07","86.03","4989.74","4","0","0","F"
"8257","M","Married","0","78738","31","78","N","110.29","110.72","8636.16","0","0","0","F"
"8258","F","Married","0","42971","42","117","N","117.42","117.42","13738.14","0","0","0","F"
"8263","F","Married","0","18185","30","100","N","177.46","178.97","17897.0","29","0","0","T"
"8265","M","Married","0","8146","59","28","N","89.54","90.34","2529.52","31","2","1","T"
"8266","M","Married","0","922541","49","45","N","173.04","173.62","7812.900000000001","1","3","2","T"
"8267","M","Married","1","97633","36","60","N","147.08","147.8","8868.0","0","0","0","F"
"8269","M","Single","1","48019","19","14","Y","109.13","112.59","1576.26","2","4","2","T"
"8270","M","Married","1","19893","31","114","N","126.11","126.61","14433.539999999999","0","2","1","F"
"8273","F","Married","0","69736","30","13","N","89.7","90.05","1170.6499999999999","0","4","2","T"
"8274","M","Single","0","65406","28","65","Y","105.63","106.07","6894.549999999999","0","2","1","F"
"8276","M","Married","0","72834","36","46","N","170.1","170.65","7849.900000000001","0","0","0","F"
"8278","F","Married","0","6805","46","15","N","122.3","123.99","1859.85","0","2","1","F"
"8279","M","Single","0","169511","24","46","Y","67.12","67.34","3097.6400000000003","2","0","0","F"
"8281","F","Single","0","545211","27","119","N","44.71","45.11","5368.09","22","0","0","T"
"8283","F","Single","0","17729","23","32","Y","69.46","70.6","2259.2","5","0","0","F"
"8285","M","Single","0","16502","28","77","N","45.62","45.8","3526.6","15","2","1","T"
"8288","M","Single","2","79810","20","21","Y","113.3","115.44","2424.24","0","0","0","F"
"8291","F","Single","0","60984","26","80","Y","68.69","68.69","5495.2","8","4","2","T"
"8292","M","Single","0","88552","26","104","Y","102.8","103.3","10743.199999999999","0","5","4","F"
"8295","F","Married","1","35201","49","53","N","176.4","177.07","9384.71","3","2","1","F"
"8297","F","Single","0","40534","20","21","Y","63.31","64.86","1362.06","8","2","1","F"
"8301","F","Single","2","32114","25","37","N","43.67","44.76","1656.12","10","0","0","F"
"8302","F","Married","8","4253","39","13","N","175.94","178.77","2324.01","2","4","2","T"
"8304","F","Single","1","4286","23","13","N","47.66","48.11","625.43","0","0","0","F"
"8306","M","Married","2","39328","38","69","N","173.97","176.33","12166.77","4","2","1","F"
"8308","F","Married","1","85376","24","47","N","178.04","178.61","8394.67","2","2","1","T"
"8312","F","Married","1","76150","43","67","N","126.97","127.26","8526.42","4","3","2","T"
"8321","M","Single","0","44361","24","9","N","49.51","53.98","485.82","4","2","1","F"
"8323","F","Single","1","49462","24","50","Y","88.96","89.23","4461.5","3","0","0","F"
"8330","M","Married","4","48823","36","52","N","114.05","114.49","5953.48","0","0","0","F"
"8332","M","Single","1","49530","28","17","Y","69.78","71.95","1223.15","0","3","2","T"
"8336","M","Married","0","83512","45","15","N","124.0","124.0","1860.0","0","0","0","F"
"8340","F","Single","1","35205","18","8","Y","66.43","66.43","531.44","18","2","1","T"
"8342","F","Married","1","75643","68","73","N","117.21","117.48","8576.04","3","0","0","F"
"8345","F","Single","1","94357","88","68","Y","69.37","69.52","4727.36","15","0","0","T"
"8350","F","Married","1","69466","37","8","N","148.06","148.72","1189.76","0","3","2","F"
"8353","F","Married","1","98086","70","18","N","83.47","87.19","1569.42","5","0","0","F"
"8366","M","Single","1","30249","24","67","Y","102.7","102.93","6896.31","4","2","1","F"
"8368","F","Single","0","701260","70","6","Y","65.75","75.3","451.79999999999995","31","0","0","T"
"8369","M","Married","0","69858","34","67","N","149.99","151.34","10139.78","16","2","1","T"
"8370","M","Single","0","77385","26","70","Y","67.14","67.92","4754.400000000001","11","0","0","T"
"8371","F","Single","1","2617","30","107","Y","85.19","85.74","9174.18","3","0","0","F"
"8373","F","Single","0","73527","26","104","Y","105.21","105.83","11006.32","3","0","0","F"
"8374","M","Single","2","919","22","23","Y","86.71","86.71","1994.33","4","2","1","F"
"8377","M","Married","1","73330","44","49","N","82.55","82.55","4044.95","4","0","0","F"
"8378","F","Married","2","94105","48","33","N","88.75","89.02","2937.66","2","1","0","F"
"8380","F","Single","0","15409","30","69","N","47.23","47.37","3268.5299999999997","3","0","0","F"
"8381","F","Single","0","39628","26","7","Y","83.88","88.11","616.77","3","2","1","F"
"8382","M","Single","0","64449","30","38","Y","86.96","88.73","3371.7400000000002","1","0","0","F"
"8385","F","Married","0","988","36","25","N","126.81","127.32","3183.0","0","0","0","F"
"8389","F","Married","0","62555","64","79","N","177.27","178.06","14066.74","12","4","2","T"
"8390","F","Married","2","11305","49","75","N","183.4","184.04","13803.0","24","4","3","F"
"8391","F","Single","0","82647","25","79","Y","66.43","66.69","5268.51","24","0","0","T"
"8392","M","Single","0","22138","20","6","Y","69.29","71.27","427.62","26","5","3","T"
"8393","M","Married","0","74056","49","82","N","152.0","152.38","12495.16","0","2","1","T"
"8397","F","Single","0","72009","28","21","Y","89.43","90.06","1891.26","3","0","0","F"
"8400","F","Single","0","19538","18","2","Y","64.95","64.95","129.9","36","3","2","T"
"8401","M","Married","2","60055","42","75","N","176.23","176.82","13261.5","4","4","3","T"
"8403","M","Single","0","61278","21","41","N","40.53","40.71","1669.1100000000001","14","0","0","T"
"8404","M","Married","2","55298","28","85","N","110.89","110.89","9425.65","0","0","0","F"
"8409","M","Single","2","59134","29","93","Y","100.6","100.82","9376.26","0","2","0","F"
"8413","M","Married","2","99843","52","119","N","120.3","121.18","14420.42","0","0","0","F"
"8415","F","Single","0","14566","23","13","Y","81.27","86.06","1118.78","13","1","0","T"
"8416","M","Single","0","93956","29","101","Y","69.93","70.62","7132.620000000001","41","0","0","T"
"8417","M","Single","1","18238","28","33","Y","63.09","63.09","2081.9700000000003","5","0","0","F"
"8421","F","Single","0","13898","29","115","Y","66.74","67.01","7706.150000000001","5","2","1","F"
"8422","F","Single","0","83298","28","64","N","42.18","42.25","2704.0","16","0","0","T"
"8423","M","Married","2","28347","51","26","N","84.96","87.12","2265.12","0","2","1","F"
"8424","F","Single","0","30022","20","21","Y","83.72","83.92","1762.32","5","0","0","F"
"8425","M","Single","1","70404","29","22","N","44.96","46.68","1026.96","16","3","2","T"
"8426","F","Married","9","51797","33","78","N","80.05","80.05","6243.9","1","3","2","T"
"8427","F","Married","1","11095","46","68","N","172.92","173.21","11778.28","1","2","1","F"
"8430","F","Single","1","564","27","7","Y","88.24","91.52","640.64","1","0","0","F"
"8431","M","Married","0","80992","30","2","N","174.27","182.37","364.74","4","0","0","F"
"8433","M","Married","8","80618","43","63","N","129.96","129.96","8187.4800000000005","0","2","1","F"
"8435","M","Single","1","8977","26","7","N","45.81","50.59","354.13","7","2","1","F"
"8437","M","Single","0","31462","19","1","Y","108.66","108.66","108.66","0","2","1","F"
"8439","F","Married","1","75698","32","55","N","112.47","112.47","6185.85","0","2","1","T"
"8441","F","Single","0","88422","22","33","N","49.48","50.82","1677.06","4","0","0","F"
"8442","F","Single","0","1286","24","7","Y","62.38","62.38","436.66","7","2","1","F"
"8444","F","Single","0","45175","20","12","Y","104.82","105.78","1269.3600000000001","29","6","4","T"
"8445","M","Married","0","82048","48","99","N","116.56","117.27","11609.73","2","0","0","F"
"8446","M","Married","0","81188","51","88","N","111.69","112.29","9881.52","0","2","1","T"
"8452","M","Single","0","615734","18","5","Y","106.82","114.86","574.3","0","0","0","F"
"8453","F","Single","0","40311","25","67","Y","62.65","62.84","4210.280000000001","4","2","1","F"
"8458","F","Married","0","74212","29","36","N","141.73","144.32","5195.5199999999995","30","2","1","T"
"8463","M","Single","0","778101","25","39","Y","61.33","62.81","2449.59","6","2","1","F"
"8465","M","Single","1","53635","27","21","Y","105.7","105.7","2219.7000000000003","0","3","2","T"
"8468","M","Married","0","812287","35","15","N","112.62","113.0","1695.0","0","0","0","F"
"8469","M","Single","1","5824","28","115","Y","64.81","65.54","7537.1","5","0","0","F"
"8470","F","Married","0","33091","28","1","N","140.23","166.29","166.29","0","7","4","T"
"8472","F","Married","2","20123","33","23","N","82.0","84.24","1937.52","2","0","0","F"
"8473","M","Single","1","394","21","11","Y","106.11","106.11","1167.21","0","7","4","T"
"8475","F","Married","2","80822","34","38","N","145.84","146.42","5563.959999999999","0","2","0","F"
"8476","M","Married","0","36605","23","37","N","110.1","110.55","4090.35","0","0","0","F"
"8477","F","Married","1","25732","37","118","N","82.89","83.0","9794.0","1","2","1","F"
"8480","M","Single","2","87993","19","9","N","104.3","105.66","950.9399999999999","0","0","0","F"
"8481","F","Single","0","79233","20","17","Y","107.37","109.55","1862.35","12","2","1","T"
"8485","M","Single","0","37964","27","4","N","43.59","43.59","174.36","1","2","1","F"
"8488","M","Single","0","20581","18","12","N","48.77","53.66","643.92","2","0","0","F"
"8489","M","Married","1","12222","83","82","N","89.84","90.17","7393.9400000000005","0","2","1","F"
"8490","F","Single","0","8729","22","58","Y","109.87","109.87","6372.46","0","4","2","T"
"8492","F","Single","0","72086","28","76","N","48.78","48.78","3707.28","0","2","1","T"
"8494","F","Single","0","6142","28","93","Y","87.46","87.72","8157.96","2","2","1","F"
"8495","F","Married","0","46365","31","66","N","87.12","87.12","5749.92","3","0","0","F"
"8497","M","Married","1","64212","40","118","N","113.38","113.88","13437.84","1","0","0","F"
"8498","F","Married","9","620765","33","54","N","87.48","87.48","4723.92","0","4","2","F"
"8500","M","Married","0","48335","28","83","N","140.72","141.17","11717.109999999999","0","2","1","F"
"8501","M","Married","1","77373","30","48","N","118.06","118.31","5678.88","2","3","2","T"
"8504","M","Married","0","23891","46","88","N","85.99","86.82","7640.16","0","2","1","F"
"8509","F","Single","0","15635","28","44","N","46.78","47.42","2086.48","34","0","0","T"
"8510","F","Married","2","188469","42","69","N","112.23","112.9","7790.1","4","0","0","F"
"8512","F","Married","2","610","45","24","N","122.63","122.89","2949.36","12","2","1","T"
"8518","M","Married","2","24222","42","46","N","143.87","145.13","6675.98","2","2","1","F"
"8519","M","Married","2","58620","27","49","N","127.75","128.8","6311.200000000001","3","2","1","F"
"8520","M","Single","1","672023","25","10","N","41.63","45.6","456.0","4","0","0","F"
"8522","F","Single","0","97337","27","117","Y","60.62","60.62","7092.54","0","8","4","T"
"8529","M","Married","0","54192","47","49","N","110.42","110.54","5416.46","0","3","2","T"
"8530","F","Married","0","54049","47","18","N","148.76","148.76","2677.68","0","0","0","F"
"8534","F","Single","0","15256","27","2","Y","80.17","80.17","160.34","25","0","0","T"
"8535","M","Single","1","56020","18","11","Y","106.11","106.11","1167.21","0","0","0","F"
"8536","F","Single","0","64479","25","40","N","44.42","44.42","1776.8000000000002","2","0","0","F"
"8537","M","Single","0","24834","22","20","N","43.89","44.74","894.8000000000001","1","0","0","F"
"8539","F","Married","0","37417","35","62","N","85.63","85.91","5326.42","3","2","1","F"
"8544","M","Single","1","2848","20","30","Y","109.89","109.89","3296.7","0","4","3","T"
"8546","M","Married","0","679266","57","87","N","128.92","129.3","11249.1","1","7","4","T"
"8549","F","Single","0","89820","29","59","Y","107.07","107.44","6338.96","2","3","2","T"
"8550","M","Married","0","87133","47","4","N","142.21","147.99","591.96","56","0","0","T"
"8551","M","Married","1","91710","47","116","N","122.49","123.25","14297.0","19","0","0","T"
"8552","M","Single","1","36962","19","22","Y","67.86","68.02","1496.4399999999998","6","0","0","F"
"8555","M","Single","0","69729","27","68","Y","104.05","104.44","7101.92","0","2","1","T"
"8563","F","Single","0","31336","22","7","Y","62.89","62.89","440.23","4","3","2","T"
"8564","F","Single","0","16108","27","27","N","118.8","119.29","3220.8300000000004","2","2","1","F"
"8567","M","Single","2","81558","25","15","Y","109.09","113.11","1696.65","9","2","1","F"
"8570","M","Married","9","1099","44","4","N","179.84","179.84","719.36","2","2","1","F"
"8575","M","Married","0","48058","53","60","N","110.08","110.78","6646.8","0","0","0","F"
"8576","M","Single","0","1880","28","84","Y","108.3","108.47","9111.48","0","0","0","F"
"8583","M","Married","2","48862","52","34","N","121.67","121.67","4136.78","2","1","0","F"
"8584","M","Single","0","83575","25","80","Y","89.84","90.77","7261.599999999999","3","0","0","F"
"8585","M","Single","0","22170","21","27","Y","61.51","61.74","1666.98","5","4","2","T"
"8589","F","Married","0","75228","27","70","N","81.89","81.89","5732.3","0","0","0","F"
"8592","F","Single","0","89177","26","72","Y","105.42","105.79","7616.88","1","2","1","T"
"8593","M","Single","1","632024","19","15","Y","64.68","66.98","1004.7","8","2","0","F"
"8595","M","Married","0","23612","52","28","N","145.57","145.57","4075.96","0","0","0","F"
"8596","M","Single","1","5575","21","28","Y","67.12","67.7","1895.6000000000001","46","2","1","T"
"8597","M","Married","0","55124","53","109","N","141.41","143.07","15594.63","30","2","1","T"
"8598","M","Married","1","16202","36","39","N","117.04","117.62","4587.18","0","3","2","T"
"8600","F","Single","0","8845","24","69","Y","88.38","88.71","6120.99","10","4","2","T"
"8603","F","Single","0","79238","26","31","N","46.34","46.34","1436.5400000000002","2","2","1","T"
"8606","M","Single","1","96158","21","37","Y","80.05","80.24","2968.8799999999997","0","2","1","T"
"8609","O","Married","0","88396","42","39","N","140.15","140.33","5472.870000000001","2","0","0","F"
"8610","F","Single","2","38291","30","15","Y","61.15","61.36","920.4","18","0","0","T"
"8612","F","Single","1","47643","25","66","Y","62.92","63.18","4169.88","0","0","0","F"
"8615","F","Married","0","27618","53","31","N","174.12","174.83","5419.7300000000005","4","0","0","F"
"8623","F","Married","1","83349","43","119","N","127.25","128.62","15305.78","23","2","1","T"
"8626","M","Single","4","41305","27","115","N","44.22","44.22","5085.3","5","2","1","F"
"8628","F","Single","0","54395","21","44","N","40.66","40.8","1795.1999999999998","22","0","0","T"
"8629","F","Married","0","271386","85","75","N","172.71","172.79","12959.25","0","5","4","T"
"8634","M","Single","0","87804","27","85","Y","61.08","61.08","5191.8","3","1","0","F"
"8637","F","Married","1","90220","43","48","N","122.13","122.13","5862.24","2","0","0","F"
"8640","M","Married","1","52756","31","39","N","83.72","84.05","3277.95","0","0","0","F"
"8642","M","Married","0","31121","47","49","N","210.4","212.12","10393.880000000001","3","2","1","F"
"8644","M","Married","1","56662","52","38","N","124.87","125.2","4757.6","1","0","0","F"
"8645","M","Single","0","63140","19","15","N","44.43","44.58","668.6999999999999","3","2","1","F"
"8647","M","Single","1","9262","24","21","Y","101.28","101.53","2132.13","4","0","0","F"
"8649","M","Married","0","561771","52","16","N","121.58","125.48","2007.68","0","0","0","F"
"8653","F","Married","0","10785","43","36","N","87.94","88.68","3192.4800000000005","9","2","1","F"
"8655","M","Married","0","63988","53","59","N","148.42","149.05","8793.95","2","2","1","T"
"8658","M","Married","2","51376","37","43","N","145.13","145.9","6273.7","1","0","0","F"
"8660","M","Married","1","60714","29","71","N","149.15","149.25","10596.75","0","0","0","F"
"8661","M","Single","1","41154","25","66","Y","103.27","103.67","6842.22","6","0","0","F"
"8662","M","Single","0","7681","21","20","Y","85.02","85.02","1700.3999999999999","2","0","0","F"
"8663","F","Single","1","219088","19","5","Y","87.02","87.02","435.09999999999997","14","0","0","T"
"8664","F","Married","0","48347","37","115","N","145.88","145.88","16776.2","0","0","0","F"
"8666","M","Single","0","77305","19","23","Y","68.62","70.01","1610.23","2","2","1","T"
"8667","M","Married","0","27570","42","62","N","177.18","178.06","11039.72","1","2","1","F"
"8673","F","Married","0","35841","35","23","N","147.84","148.17","3407.91","0","0","0","F"
"8675","F","Married","0","52210","34","17","N","143.18","143.77","2444.09","3","2","1","F"
"8677","F","Single","1","811498","29","66","Y","108.59","109.79","7246.14","1","2","1","F"
"8685","M","Single","0","32176","22","4","Y","106.56","106.56","426.24","0","6","4","T"
"8687","F","Married","0","75871","24","10","N","143.41","146.5","1465.0","0","0","0","T"
"8688","F","Married","1","19508","42","116","N","172.01","172.15","19969.4","0","0","0","F"
"8692","M","Single","0","92326","21","32","Y","86.59","87.24","2791.68","0","2","1","F"
"8696","F","Single","1","32933","25","21","Y","100.46","100.7","2114.7000000000003","0","2","0","F"
"8697","M","Single","1","20123","23","41","N","43.43","43.43","1780.6299999999999","0","2","1","F"
"8699","F","Married","1","44861","49","91","N","123.44","124.53","11332.23","35","2","1","T"
"8701","M","Married","0","23050","27","85","N","125.45","126.55","10756.75","0","0","0","F"
"8703","M","Married","2","54081","35","46","N","88.79","90.2","4149.2","3","2","1","F"
"8705","F","Single","1","70894","26","2","Y","100.61","119.09","238.18","30","0","0","T"
"8706","O","Married","0","38472","53","62","N","171.51","172.07","10668.34","0","7","4","T"
"8707","M","Single","0","589535","18","1","Y","107.27","107.27","107.27","0","7","5","T"
"8709","O","Married","2","120215","37","42","N","149.83","150.42","6317.639999999999","0","2","1","T"
"8711","M","Married","2","6033","23","44","N","113.09","113.09","4975.96","0","2","1","F"
"8712","M","Married","0","79765","54","88","N","125.01","126.16","11102.08","20","2","1","T"
"8720","M","Married","0","56016","69","113","N","175.49","175.49","19830.370000000003","1","3","2","T"
"8721","M","Married","0","78489","48","119","N","120.4","120.4","14327.6","0","2","1","F"
"8722","F","Married","0","90296","83","9","N","110.95","112.85","1015.65","11","0","0","T"
"8723","M","Single","1","40422","21","22","N","41.67","41.77","918.94","19","2","0","T"
"8725","F","Married","0","81796","59","47","N","119.24","119.63","5622.61","22","0","0","T"
"8730","M","Married","0","43543","51","23","N","178.16","179.74","4134.02","2","0","0","F"
"8731","M","Single","0","17206","20","5","Y","102.98","102.98","514.9","0","5","3","T"
"8732","F","Married","0","47910","49","50","N","129.81","130.42","6520.999999999999","0","0","0","F"
"8733","F","Single","1","66895","18","7","Y","64.57","64.57","451.98999999999995","4","0","0","F"
"8735","F","Single","1","83078","19","23","Y","80.28","80.92","1861.16","10","2","0","F"
"8736","M","Single","0","38814","94","76","Y","60.52","60.77","4618.52","30","0","0","T"
"8737","M","Single","2","90060","19","22","N","48.91","49.66","1092.52","1","0","0","T"
"8742","F","Married","1","75011","49","15","N","85.16","85.73","1285.95","17","2","1","T"
"8743","F","Single","0","39852","20","14","Y","64.83","64.83","907.62","22","2","0","T"
"8744","M","Married","0","11459","25","46","N","172.0","172.0","7912.0","0","2","1","F"
"8745","F","Married","0","125399","38","2","N","129.79","129.79","259.58","3","2","1","T"
"8746","F","Single","2","9913","29","8","Y","105.8","105.8","846.4","1","2","1","F"
"8749","M","Single","0","6026","25","3","Y","103.73","106.41","319.23","0","3","2","T"
"8751","F","Single","0","67714","23","49","Y","96.0","96.82","4744.179999999999","8","0","0","F"
"8754","M","Married","2","50678","50","69","N","126.6","127.65","8807.85","0","2","1","F"
"8757","F","Single","0","72103","21","42","Y","67.48","67.73","2844.6600000000003","3","0","0","F"
"8763","F","Single","0","15392","22","59","Y","87.43","87.97","5190.23","1","10","5","T"
"8768","F","Married","2","68976","41","83","N","149.61","150.16","12463.279999999999","0","0","0","F"
"8770","F","Single","2","86846","20","9","Y","87.94","87.94","791.46","12","0","0","T"
"8771","F","Single","2","59447","28","40","Y","61.17","61.82","2472.8","23","2","1","T"
"8774","F","Married","9","35427","29","116","N","114.23","114.23","13250.68","4","0","0","F"
"8775","F","Single","0","11884","82","80","N","41.28","41.68","3334.4","15","2","1","T"
"8776","F","Single","0","99639","19","21","Y","106.2","106.2","2230.2000000000003","1","0","0","F"
"8777","F","Married","2","390631","24","25","N","147.03","147.03","3675.75","1","0","0","F"
"8778","F","Married","0","92284","33","75","N","128.11","128.54","9640.5","0","0","0","F"
"8780","F","Married","0","62928","51","38","N","173.19","173.19","6581.22","0","4","2","T"
"8784","M","Single","2","112626","25","6","Y","89.19","93.99","563.9399999999999","2","2","1","T"
"8787","F","Married","0","661491","23","41","N","122.27","122.72","5031.5199999999995","14","0","0","T"
"8791","M","Single","0","26760","22","53","Y","60.02","60.19","3190.0699999999997","8","2","1","F"
"8792","F","Single","1","15897","18","12","N","49.64","49.64","595.6800000000001","12","0","0","T"
"8793","M","Married","2","43968","27","91","N","116.69","117.14","10659.74","0","2","1","F"
"8794","F","Single","0","41949","24","81","N","49.41","49.69","4024.89","4","0","0","F"
"8795","F","Single","0","26706","19","23","Y","61.38","62.99","1448.77","17","2","1","T"
"8796","M","Married","0","1841","30","98","N","110.54","110.97","10875.06","0","2","1","F"
"8805","F","Single","0","32286","23","11","Y","89.39","89.39","983.29","33","1","0","T"
"8806","M","Single","0","28069","93","84","Y","87.24","87.24","7328.16","0","0","0","F"
"8807","F","Married","0","94376","52","102","N","127.56","128.0","13056.0","9","2","1","F"
"8810","F","Single","1","72842","28","9","Y","108.66","109.27","983.43","6","0","0","F"
"8815","F","Single","0","725896","31","96","Y","88.05","89.22","8565.119999999999","27","0","0","T"
"8818","F","Single","0","74956","84","86","Y","105.31","106.23","9135.78","9","4","3","T"
"8819","F","Single","1","24145","23","28","N","40.72","42.12","1179.36","4","2","1","F"
"8821","M","Married","0","4550","50","109","N","87.1","87.1","9493.9","2","0","0","F"
"8822","F","Married","1","54984","33","30","N","145.32","145.32","4359.599999999999","0","2","1","F"
"8825","M","Single","0","95942","20","21","N","44.63","47.42","995.82","35","3","2","T"
"8826","F","Married","1","32097","37","56","N","120.91","121.35","6795.599999999999","0","2","1","F"
"8829","F","Single","0","59185","26","99","N","45.04","45.04","4458.96","11","2","1","T"
"8831","F","Single","0","76528","19","2","N","48.82","48.82","97.64","9","2","0","F"
"8835","M","Single","0","173291","30","113","Y","84.87","85.21","9628.73","6","3","2","T"
"8836","M","Married","0","53129","71","75","N","115.04","115.2","8640.0","8","1","0","F"
"8837","F","Single","0","66557","19","8","Y","69.49","69.49","555.92","4","0","0","F"
"8838","F","Single","0","29486","22","51","Y","109.07","109.5","5584.5","2","0","0","F"
"8839","F","Single","0","50718","23","67","N","43.95","44.12","2956.04","15","8","5","T"
"8841","M","Single","0","84284","22","4","Y","67.23","67.23","268.92","52","3","2","T"
"8843","M","Married","2","62720","24","25","N","141.83","141.83","3545.7500000000005","4","0","0","F"
"8844","F","Married","0","411995","33","116","N","170.47","171.46","19889.36","10","2","1","F"
"8847","M","Single","1","42203","27","36","Y","66.31","66.31","2387.16","8","0","0","F"
"8849","M","Married","0","90902","47","83","N","141.16","141.68","11759.44","1","2","1","F"
"8851","F","Single","0","983766","35","82","Y","61.92","62.15","5096.3","11","1","0","T"
"8853","M","Married","0","83483","35","72","N","129.76","130.22","9375.84","1","0","0","F"
"8855","F","Married","0","10738","51","3","N","170.02","187.92","563.76","1","3","2","T"
"8857","M","Single","0","535864","19","20","Y","85.1","85.32","1706.3999999999999","0","2","0","F"
"8858","F","Single","2","90642","27","2","Y","88.77","88.77","177.54","4","7","4","F"
"8861","F","Single","1","640018","19","23","N","46.81","46.81","1076.63","11","0","0","F"
"8862","M","Single","0","26000","27","11","Y","68.87","72.82","801.02","4","2","1","F"
"8863","M","Married","0","8947","41","117","N","80.59","80.85","9459.449999999999","2","2","1","F"
"8864","F","Single","0","65039","29","115","N","43.17","43.73","5028.95","4","0","0","F"
"8867","F","Married","2","99581","35","82","N","125.44","125.44","10286.08","0","0","0","F"
"8869","M","Single","0","70355","18","8","Y","69.04","70.75","566.0","21","0","0","T"
"8872","O","Single","0","80285","81","107","Y","61.35","61.78","6610.46","22","0","0","T"
"8873","M","Married","2","55013","40","105","N","140.73","140.73","14776.65","0","0","0","F"
"8875","M","Married","6","20298","52","33","N","87.95","89.0","2937.0","0","10","5","T"
"8876","M","Single","1","22333","29","48","N","42.67","42.81","2054.88","0","0","0","F"
"8877","F","Married","0","272663","61","51","N","147.48","148.16","7556.16","1","3","2","T"
"8878","M","Married","2","97787","45","72","N","117.18","117.73","8476.56","0","0","0","F"
"8881","F","Single","1","559495","18","4","Y","89.7","89.7","358.8","7","0","0","F"
"8885","F","Single","0","70052","28","96","Y","105.87","106.53","10226.880000000001","4","2","0","F"
"8886","M","Married","0","94614","82","38","N","126.7","127.04","4827.52","3","0","0","F"
"8887","M","Married","0","482016","23","45","N","171.58","171.63","7723.349999999999","0","0","0","F"
"8892","M","Single","0","35233","28","77","Y","88.86","89.77","6912.29","1","0","0","F"
"8894","F","Married","0","10862","51","91","N","175.93","176.84","16092.44","0","5","3","T"
"8903","F","Single","0","44391","97","117","Y","85.17","85.17","9964.89","1","2","0","F"
"8904","F","Married","2","32339","51","74","N","113.3","113.69","8413.06","0","0","0","F"
"8905","F","Married","0","91662","43","110","N","127.7","128.16","14097.6","0","0","0","F"
"8906","M","Single","0","99561","25","14","Y","89.18","89.18","1248.52","0","4","2","T"
"8908","F","Single","0","28","26","24","Y","69.42","71.59","1718.16","10","2","1","F"
"8909","M","Married","1","97523","47","93","N","176.82","177.49","16506.57","0","0","0","F"
"8914","M","Single","0","68239","26","22","Y","81.67","81.67","1796.74","4","0","0","F"
"8915","F","Single","0","17748","25","11","Y","83.86","87.42","961.62","19","2","1","T"
"8917","M","Married","0","53794","30","13","N","115.76","119.03","1547.39","0","0","0","F"
"8919","F","Single","0","290304","26","22","Y","62.93","63.08","1387.76","12","0","0","T"
"8925","F","Single","0","94311","26","102","N","47.7","48.7","4967.400000000001","9","2","0","F"
"8926","F","Married","0","64030","42","56","N","149.49","149.72","8384.32","0","0","0","F"
"8928","F","Single","0","29930","21","25","N","41.84","43.68","1092.0","2","0","0","F"
"8930","M","Married","2","25509","52","95","N","179.4","180.07","17106.649999999998","4","0","0","F"
"8933","F","Married","2","72210","49","36","N","82.28","82.28","2962.08","0","2","1","T"
"8934","F","Single","0","76231","20","30","Y","65.58","66.85","2005.4999999999998","1","3","2","T"
"8935","F","Married","1","82738","52","92","N","114.48","114.48","10532.16","0","0","0","F"
"8937","F","Single","0","4239","20","19","N","41.85","41.85","795.15","9","2","1","F"
"8938","F","Married","3","29663","50","54","N","128.42","130.57","7050.78","5","2","1","F"
"8941","M","Single","2","82969","20","6","N","49.18","49.94","299.64","69","0","0","T"
"8944","M","Single","0","77875","92","31","N","41.75","41.89","1298.59","30","0","0","T"
"8947","M","Married","1","682329","52","13","N","141.15","141.15","1834.95","0","0","0","F"
"8948","F","Married","1","55194","23","41","N","82.02","82.39","3377.9900000000002","11","0","0","T"
"8949","F","Single","1","16455","20","28","Y","106.51","106.51","2982.28","3","3","2","T"
"8951","M","Single","1","93642","21","46","Y","102.08","102.42","4711.32","4","0","0","F"
"8957","M","Married","1","580700","52","6","N","119.16","126.02","756.12","0","0","0","F"
"8959","F","Married","1","1198","47","116","N","179.1","179.1","20775.6","0","2","1","F"
"8961","M","Single","0","67147","51","67","N","122.7","122.7","8220.9","1","0","0","F"
"8965","F","Single","0","22403","22","31","N","47.26","48.87","1514.97","18","0","0","T"
"8966","F","Single","0","583634","28","91","Y","86.52","86.52","7873.32","0","0","0","F"
"8973","O","Single","1","50656","28","102","N","43.07","43.14","4400.28","3","0","0","F"
"8983","M","Married","0","54231","42","86","N","127.41","127.79","10989.94","4","0","0","F"
"8984","M","Single","0","79080","28","86","Y","64.75","64.88","5579.679999999999","21","4","2","T"
"8988","M","Married","2","55017","43","79","N","126.09","126.09","9961.11","0","4","2","T"
"8989","M","Married","0","40466","30","104","N","175.22","175.9","18293.600000000002","7","2","1","F"
"8990","M","Married","1","58936","48","105","N","128.74","129.27","13573.35","3","0","0","F"
"8997","F","Single","0","31003","19","16","N","44.78","44.78","716.48","1","2","1","F"
