ID,GENDER,MARITALSTATUS,NUMCHILDREN,ESTINCOME,CAROWNER,AGE,MONTHSASCUSTOMER,LOYALTYSCHEME,LASTBILLAMOUNT,AVGMONTHLYSPEND
4665,M,Married,1,75618,N,41,35,N,117.04,118.2
4688,F,Single,0,80736,Y,26,60,Y,67.84,68.01
4695,M,Married,2,65944,Y,29,99,N,111.83,112.8
4751,F,Married,1,71169,Y,28,26,N,88.6,90.18
4794,F,Married,0,75946,N,37,103,N,141.72,143.11
4795,F,Married,0,4030,N,40,57,N,122.77,123.21
4849,F,Single,1,31015,Y,30,51,Y,83.46,83.55
4891,M,Married,1,347,N,30,63,N,80.08,81.21
4961,M,Married,0,43664,Y,34,56,N,89.2,89.36
4998,F,Single,0,76084,N,21,39,Y,86.87,86.87
5068,F,Single,0,65496,N,29,10,Y,88.42,88.86
5076,F,Single,0,35136,Y,21,8,Y,101.72,101.72
5082,F,Married,2,50902,Y,33,35,N,116.64,116.64
5083,F,Married,1,30002,Y,51,69,N,87.14,87.9
5103,F,Single,0,416149,N,29,89,N,45.09,45.09
5157,F,Married,2,69212,N,35,16,N,125.49,128.24
5163,M,Married,0,55799,Y,54,112,N,89.45,89.45
5229,M,Single,2,20365,Y,19,17,Y,89.01,90.55
5234,F,Married,1,30639,Y,25,95,N,176.02,176.27
5240,M,Single,0,704746,N,19,15,Y,101.41,101.75
5256,F,Married,1,58418,Y,48,100,N,178.92,178.92
5283,M,Single,1,13970,Y,26,40,N,44.17,44.17
5320,F,Married,1,48740,N,27,53,N,84.59,85.31
5354,M,Married,2,9294,N,37,17,N,148.06,151.55
5410,F,Single,2,97441,N,26,7,Y,109.14,112.2
5415,F,Married,0,53389,Y,43,99,N,147.83,148.43
5419,M,Single,0,30266,N,29,107,Y,61.01,61.03
5447,F,Single,1,49684,Y,19,4,Y,107.18,107.18
5471,M,Single,0,18922,Y,27,20,Y,104.91,107.9
5487,M,Single,0,88581,Y,25,28,Y,91.5,93.06
5514,M,Married,1,26955,N,39,21,N,160.1,161.6
5518,M,Single,0,21332,N,29,28,Y,102.44,102.81
5522,F,Married,0,82991,N,35,1,N,126.78,184.09
5646,F,Married,1,23270,Y,42,69,N,171.57,171.57
5647,M,Single,0,10057,Y,20,28,N,65.8,67.05
5677,F,Single,1,89285,N,23,62,Y,81.25,81.52
5694,F,Single,5,823931,N,26,79,Y,107.69,108.1
5700,M,Married,0,26697,Y,54,85,N,173.98,174.34
5738,F,Married,1,25817,Y,35,96,N,112,112
5753,F,Married,0,21782,Y,32,60,N,141.04,141.75
5770,M,Single,0,95885,N,18,5,Y,108.43,108.43
5897,M,Married,1,54486,Y,36,47,N,114.2,115.18
5908,F,Married,0,40008,Y,24,37,N,140.04,140.42
5921,M,Married,1,7633,Y,48,109,N,141.13,141.3
5926,M,Single,1,11178,Y,25,57,Y,87.04,87.4
5949,M,Married,1,634600,Y,51,64,N,144.3,144.3
5955,M,Married,0,75025,Y,24,36,N,172.51,172.99
5967,F,Married,6,86782,Y,34,1,N,116.67,146.5
5985,F,Single,1,59774,N,25,50,Y,186.2,186.2
6038,M,Single,0,84738,Y,25,69,Y,107.24,108.18
6079,M,Single,2,9163,Y,23,21,Y,105.89,106.15
6088,M,Single,1,94907,N,27,2,N,47.86,70.23
6177,M,Single,1,77341,Y,23,10,Y,87.07,90.67
6195,M,Single,0,241962,Y,18,5,Y,82.01,82.01
6227,M,Single,0,70057,N,27,64,Y,64.58,64.95
6263,M,Married,2,90534,Y,23,29,N,119.3,119.3
6271,M,Single,0,1875,Y,28,15,N,49.41,49.58
6393,M,Married,1,65708,Y,47,27,N,146.4,146.68
6413,M,Married,0,369719,N,49,82,N,262.5,264.75
6419,M,Single,1,73496,Y,30,66,Y,69.69,69.69
6465,F,Married,0,28156,Y,53,25,N,83.49,83.49
6467,M,Single,1,87263,N,22,17,Y,100.55,103.3
6482,F,Married,3,44263,N,46,91,N,173.93,175.09
6498,F,Single,7,89350,N,27,49,Y,83.22,83.22
6594,M,Single,1,30854,Y,24,19,Y,105.39,105.67
6604,F,Single,1,305000,Y,26,13,N,43.61,43.61
6615,F,Married,0,57725,Y,31,44,N,118.47,118.47
6675,F,Married,1,7648,Y,27,49,N,211.1,211.75
6768,F,Single,2,15262,Y,29,119,Y,86.05,86.16
6791,F,Married,3,30498,N,52,74,N,178.04,179.8
6820,M,Married,2,12236,N,49,66,N,117.31,118.36
6874,F,Married,0,77929,Y,28,65,N,170.93,172.38
6917,F,Married,2,77563,Y,26,108,N,129.59,131
6937,F,Single,0,34204,Y,18,7,Y,60.81,61.91
6969,F,Single,0,25987,Y,24,72,N,42.99,43.14
6982,M,Married,1,443103,N,38,67,N,113.09,113.09
6987,M,Single,0,661502,Y,26,74,Y,88.16,88.59
7002,F,Single,0,882,Y,22,8,Y,101.99,101.99
7038,F,Single,1,51106,Y,20,18,N,41.06,41.06
7054,F,Married,0,85884,Y,54,58,N,122.83,123.35
7081,M,Single,0,89311,Y,22,42,Y,108.09,109.35
7094,F,Single,0,439743,Y,21,29,N,46.22,46.3
7127,M,Single,2,80394,Y,20,30,Y,103.19,103.37
7130,M,Married,1,908980,Y,41,71,N,112.51,112.51
7144,F,Married,9,40064,N,29,22,N,216.8,219.77
7244,M,Single,0,223104,Y,22,5,Y,88.4,99.63
7255,F,Single,0,800985,N,25,49,Y,113,113
7311,F,Single,2,47625,N,21,10,Y,81.82,87.58
7336,F,Married,2,12496,Y,26,2,N,178.52,178.52
7358,F,Single,0,74228,N,20,24,N,40.92,41.14
7391,M,Single,0,35481,N,20,19,Y,131.7,133.44
7429,M,Single,1,38098,Y,21,40,N,43.85,45.34
7432,M,Single,1,17410,Y,24,43,N,129,129.6
7495,F,Married,2,16340,Y,36,38,N,172.17,172.17
7515,M,Single,0,898417,Y,18,4,Y,62.67,64.89
7523,M,Single,0,28441,Y,24,18,Y,102.84,103.37
7589,M,Single,1,869114,Y,29,77,Y,124.6,124.77
7605,M,Single,0,6197,Y,19,11,Y,105.84,110.14
7616,F,Single,1,32684,Y,21,15,N,45.61,45.77
7634,M,Married,0,67445,Y,41,101,N,141.15,141.57
7648,M,Single,2,14664,Y,23,22,Y,138.9,139.22
7699,F,Married,2,40485,Y,49,76,N,83.44,83.77
7716,F,Single,2,54746,Y,18,2,Y,101.92,101.92
7730,M,Married,2,79096,Y,50,91,N,170.79,172.3
7766,M,Married,0,6068,Y,53,5,N,86.04,86.04
7830,M,Married,0,251977,Y,36,1,N,88.6,109.71
7839,M,Married,1,75052,Y,31,30,N,124.67,125.09
7846,F,Married,1,60591,Y,33,32,N,204.2,204.84
7880,F,Married,0,4553,Y,24,39,N,120.99,122.41
7913,F,Married,2,41053,Y,51,27,N,86.62,86.62
7915,M,Single,0,791974,N,25,23,N,43.37,43.37
7928,F,Single,0,50157,Y,22,8,Y,104.56,104.56
8080,M,Single,0,934524,N,29,95,Y,82.91,83.18
8102,M,Married,0,76205,N,34,55,N,140.97,141.57
8118,F,Single,0,34515,Y,20,14,Y,68.76,70.76
8213,F,Married,2,59732,Y,37,107,N,123.11,123.58
8258,F,Married,0,42971,N,42,117,N,117.42,117.42
8285,M,Single,0,16502,Y,28,77,N,45.62,45.8
8323,F,Single,1,49462,Y,24,50,Y,88.96,89.23
8330,M,Married,4,48823,Y,36,52,N,114.05,114.49
8332,M,Single,1,49530,Y,28,17,Y,69.78,71.95
8423,M,Married,2,28347,Y,51,26,N,84.96,87.12
8446,M,Married,0,81188,Y,51,88,N,111.69,112.29
8606,M,Single,1,96158,Y,21,37,Y,80.05,80.24
8697,M,Single,1,20123,Y,23,41,N,43.43,43.43
8784,M,Single,2,112626,Y,25,6,Y,89.19,93.99
8806,M,Single,0,28069,N,93,84,Y,87.24,87.24
8810,F,Single,1,72842,Y,28,9,Y,108.66,109.27
8822,F,Married,1,54984,Y,33,30,N,145.32,145.32
8847,M,Single,1,42203,Y,27,36,Y,66.31,66.31
8858,F,Single,2,90642,Y,27,2,Y,88.77,88.77
8877,F,Married,0,272663,Y,61,51,N,147.48,148.16
8906,M,Single,0,99561,Y,25,14,Y,89.18,89.18
8917,M,Married,0,53794,Y,30,13,N,115.76,119.03
8944,M,Single,0,77875,Y,92,31,N,41.75,41.89
8951,M,Single,1,93642,N,21,46,Y,102.08,102.42
9097,M,Married,1,92681,N,25,10,N,144.61,144.61
9100,F,Single,1,39653,Y,22,40,N,40.79,40.79
9111,M,Single,1,50377,Y,23,17,N,49.68,49.68
9128,M,Married,5,59335,N,42,69,N,174.81,175.45
9141,F,Single,2,81081,Y,19,6,Y,80.87,90.34
9211,F,Married,0,41761,N,43,100,N,115.97,116.3
9218,F,Married,0,251597,N,33,109,N,171.49,171.74
9258,F,Single,1,42684,N,30,112,Y,66.4,67
9264,M,Single,0,476111,N,24,80,Y,69.71,70
9286,F,Single,2,11984,Y,24,9,Y,86.38,86.38
9295,F,Married,0,515163,Y,49,120,N,110.12,110.54
9332,N,Married,1,81274,Y,43,25,N,128.4,128.66
9348,N,Single,0,822019,Y,19,7,Y,173.2,181.01
9366,F,Married,2,722514,N,28,79,N,122.24,122.24
9393,M,Married,7,8839,N,43,116,N,82.46,82.54
9438,M,Married,0,85949,N,23,41,N,144.88,146.1
9504,M,Married,2,62228,Y,43,60,N,148.37,150.57
9517,M,Single,1,48194,N,19,4,Y,87.86,87.86
9520,F,Married,0,21827,Y,31,117,N,125.49,126.74
9561,F,Married,0,20074,Y,61,41,N,121.28,122.86
9668,M,Single,0,81582,Y,30,18,Y,61.29,64.41
9728,M,Married,2,47610,Y,48,31,N,120.52,120.91
9732,M,Married,0,49298,Y,76,81,N,175.09,175.74
9735,M,Single,1,81137,Y,20,6,N,49.86,51.8
9748,F,Married,0,22327,Y,54,38,N,81.07,81.07
9766,M,Married,0,151201,Y,33,78,N,147.56,147.56
9771,F,Married,0,14362,N,45,59,N,170.02,171.21
9782,F,Single,0,74339,N,28,109,Y,80.09,80.09
9792,M,Married,2,42261,Y,39,56,N,131.8,132.55
9835,F,Married,0,77282,N,65,110,N,110.14,110.55
9843,M,Married,1,74051,N,40,64,N,84.11,84.25
9847,M,Single,1,35516,Y,21,18,Y,66.38,66.38
9884,M,Single,1,70582,Y,27,11,Y,143.1,146.98
9904,F,Married,0,96715,Y,46,89,N,88.02,88.18
9967,M,Single,0,99165,Y,23,8,Y,109.32,109.32
9968,F,Married,2,92760,Y,49,114,N,184.6,185.4
10021,F,Single,0,740813,Y,43,26,Y,101.31,102.09
10032,M,Single,1,13411,Y,25,77,Y,86.52,87.48
10042,M,Single,0,42160,Y,27,90,Y,82.4,82.59
10078,M,Single,1,6827,N,18,3,N,49.29,49.29
10097,F,Married,0,39602,N,33,80,N,115.29,115.29
10195,M,Single,1,20873,Y,22,43,N,46.77,46.94
10239,F,Single,0,927009,Y,22,25,Y,105.41,105.63
10248,F,Single,0,6294,Y,24,69,N,46.12,46.69
10273,M,Single,2,62305,Y,29,5,Y,68.87,68.87
10302,M,Married,0,82016,Y,42,25,N,179.91,181.06
10343,M,Single,0,49125,Y,19,15,Y,84.31,86.99
10361,M,Single,0,70464,Y,18,9,Y,87.49,87.49
10374,F,Married,2,36184,Y,35,91,N,175.6,175.6
10377,M,Single,0,81304,Y,30,84,Y,89.23,89.91
10417,M,Single,0,80796,Y,28,13,Y,189,190.04
10432,M,Married,0,84843,Y,23,55,N,146.48,147.54
10451,F,Married,0,49791,Y,39,81,N,146.81,147.18
1054,F,Married,2,98102,Y,38,73,N,148.01,148.32
10581,F,Married,2,68967,Y,43,43,N,181.8,181.8
1059,M,Single,1,98621,N,20,23,Y,83.59,84.31
10599,M,Single,0,37004,Y,28,79,Y,81.72,81.86
10610,F,Single,0,245296,Y,22,36,N,43.99,44.12
10613,F,Married,1,14185,Y,35,59,N,83.54,83.54
1063,M,Married,0,71830,N,33,40,N,122.12,123.89
10630,M,Single,0,53447,Y,28,91,N,52.1,52.37
10635,F,Married,0,88080,N,72,76,N,179.38,181.59
10732,M,Single,0,9444,Y,25,73,Y,152.4,152.62
10779,F,Single,1,712630,Y,20,10,Y,69.94,69.94
10807,M,Married,2,215123,N,26,52,N,124.17,124.65
10816,M,Single,0,78971,N,30,34,Y,65.87,66.07
10820,F,Single,0,31581,Y,67,73,Y,138.8,139.28
10859,M,Married,0,27293,Y,44,3,N,175.6,190.94
10986,M,Single,0,259684,N,26,18,Y,84.12,86.91
11043,M,Single,2,47076,N,29,101,Y,66.78,67.38
11044,M,Married,2,17319,N,45,53,N,126.81,127.29
11065,M,Single,1,38578,Y,22,41,N,49.89,49.95
11161,F,Single,1,77827,N,26,95,N,59.2,59.73
1120,F,Married,2,96259,Y,30,92,N,81.08,81.39
11212,M,Married,2,82904,N,24,42,N,140.49,141.68
11214,F,Single,2,159395,Y,20,9,Y,100.66,100.66
11226,M,Single,0,18293,Y,26,11,Y,101.94,102.41
1127,M,Single,0,66405,Y,20,19,Y,101.23,101.5
11277,M,Single,0,84900,Y,23,45,Y,107.59,107.71
11301,F,Single,0,88097,Y,27,67,N,49.33,49.74
11330,F,Married,0,41280,Y,35,43,N,80.5,80.79
11360,F,Married,0,22268,Y,34,91,N,179.47,180.26
11366,F,Single,1,88886,Y,23,15,N,42.12,42.27
11402,F,Married,0,396004,Y,30,8,N,114.91,114.91
11418,F,Single,1,10047,Y,29,68,Y,166.7,166.7
11424,M,Single,0,108337,Y,24,28,N,103.7,105.56
11434,F,Single,1,4717,N,24,27,Y,110.2,112.25
11438,F,Married,2,829205,Y,49,33,N,151.9,154.36
11553,M,Married,1,8919,Y,49,42,N,86.73,87.46
11557,F,Single,2,8347,Y,20,27,Y,85.63,85.95
11558,F,Married,1,5457,Y,24,56,N,145.03,146.09
11566,M,Married,1,21622,Y,34,108,N,117.45,118.49
11630,F,Married,0,547,Y,24,74,N,148.09,148.09
11638,M,Married,0,68909,Y,33,68,N,117.06,117.5
11678,F,Married,1,662,N,36,86,N,180,180.63
11737,M,Married,0,15805,Y,39,19,N,121.3,121.52
11770,M,Married,4,77681,Y,37,28,N,143.78,144.04
1179,M,Married,0,61236,Y,27,58,N,172.66,172.98
11801,F,Married,0,64464,Y,54,118,N,84.66,84.66
11874,F,Single,0,81725,N,25,24,Y,108.27,110.47
1190,F,Single,2,7293,Y,28,62,N,105,105.26
11957,F,Married,0,52600,Y,36,57,N,121.24,121.48
11960,M,Married,0,279750,N,45,34,N,140.87,141.92
11977,F,Single,2,39379,N,30,44,N,43.29,44.54
11983,M,Single,2,2688,N,19,3,N,45.22,45.22
1212,M,Single,1,73526,N,29,93,Y,107.55,108.09
1216,M,Married,0,63418,Y,33,8,N,179.55,182.74
1253,F,Married,0,345264,Y,50,52,N,140.78,140.78
1311,F,Single,0,48856,Y,27,88,Y,139.5,140.06
1333,F,Single,0,517656,N,19,6,Y,86.55,93.47
1393,M,Single,0,12751,Y,21,10,Y,62.29,62.29
1420,F,Single,0,8921,Y,19,20,Y,107.91,108.18
1431,M,Married,1,98439,Y,44,101,N,118.41,118.41
1467,M,Married,2,65656,N,49,13,N,116.68,117.13
1514,F,Single,0,67355,Y,27,44,N,64.2,64.28
1541,F,Married,0,38340,Y,44,58,N,121.7,122.32
1618,M,Single,0,760,Y,28,51,Y,65.65,66.79
1660,F,Single,0,8535,Y,19,15,N,51.9,52.08
1664,F,Single,0,21786,N,19,7,Y,82.21,82.21
1667,F,Single,1,15442,N,24,54,Y,106.62,107.12
1670,M,Married,1,388062,Y,45,41,N,192.8,193.65
1687,M,Single,2,40057,Y,26,55,Y,86.15,87.36
1795,F,Single,0,26307,Y,21,30,N,46.78,46.94
1874,F,Married,6,73145,Y,40,67,N,111.05,112.19
1877,M,Single,3,917892,Y,25,87,Y,105.81,105.81
1901,M,Single,0,29545,Y,18,2,Y,68.6,68.6
1902,F,Single,0,35353,Y,61,119,Y,64.51,65.2
1906,F,Single,0,44185,Y,23,59,Y,63.59,64.73
1998,F,Single,0,81587,Y,27,120,Y,63.08,63.32
2001,M,Married,0,31844,Y,53,48,N,89.39,89.39
2008,F,Single,0,24595,Y,28,120,Y,88.9,89.68
2014,F,Married,3,65921,Y,26,73,N,118.68,119.42
2087,M,Single,2,50211,Y,27,55,Y,107.11,108.7
2105,M,Single,1,41121,Y,20,4,Y,108.4,119.51
2118,M,Single,0,99434,Y,23,42,Y,80.35,80.64
2120,M,Single,2,96625,Y,24,29,Y,108,108.71
2172,F,Single,0,28923,Y,18,1,Y,68.27,100.08
2186,M,Single,1,88521,N,23,32,Y,66.8,67.01
2265,F,Single,0,784340,Y,24,8,Y,81.27,87.25
2278,F,Single,2,156524,N,26,4,Y,107.94,107.94
2279,M,Single,0,799961,Y,30,19,Y,64.97,65.49
2296,M,Single,1,59939,Y,20,9,Y,83.07,83.07
2316,M,Single,0,13409,Y,26,38,Y,60.47,61.39
2320,M,Single,2,84488,N,19,9,Y,109.15,109.15
2506,F,Single,0,3327,Y,23,54,Y,83.98,83.98
2603,M,Single,2,962249,N,30,39,Y,64.01,64.01
2621,M,Single,2,94944,Y,30,42,N,45.95,46.12
2674,M,Single,0,44465,Y,26,90,N,48.82,49.46
2688,M,Single,1,74769,Y,20,35,Y,80.19,81.89
2713,F,Single,1,36070,N,26,60,Y,161.1,162.09
2742,F,Single,2,85825,Y,52,15,Y,62.85,63.06
2768,F,Single,0,54667,Y,23,44,Y,106.58,108.32
2770,M,Single,2,49833,N,20,21,N,41.75,42.24
2832,M,Married,2,89439,Y,40,111,N,171.27,171.74
2881,M,Single,0,44064,N,27,49,Y,86.43,86.7
2941,F,Single,0,1865,Y,28,87,Y,160.3,160.56
2959,M,Married,0,427098,N,37,40,N,119.48,120.05
3124,M,Single,0,7076,Y,22,34,Y,65.65,66.68
3131,B,Married,2,63445,Y,52,78,N,117.39,118.5
3152,M,Single,2,38999,Y,21,35,N,46.96,47.23
3167,M,Married,6,43516,Y,49,82,N,113.27,113.27
3199,F,Single,1,94086,Y,27,45,Y,86.33,86.62
3260,F,Single,0,62674,Y,30,118,N,48.63,49
3298,F,Single,2,426282,Y,30,29,Y,103.76,104.66
3463,M,Single,0,13698,Y,26,58,Y,100.59,101.46
3557,F,Single,2,94607,Y,18,3,N,55.2,72.3
3613,M,Married,0,44692,Y,60,53,N,173.84,175.97
3664,F,Married,1,44633,Y,34,3,N,116.98,121.34
3702,M,Single,1,15846,Y,24,66,Y,134.4,135.01
3758,F,Married,1,268458,Y,38,53,N,140.72,140.99
3760,M,Single,2,590405,N,26,16,N,47.83,48.71
3762,M,Married,2,76357,Y,48,15,N,120.02,122.02
3800,F,Single,2,27948,Y,19,6,Y,84.24,84.24
3854,M,Single,0,73596,N,27,48,Y,61.43,62.04
3897,M,Single,0,61185,Y,29,100,Y,100.4,100.46
3898,F,Married,1,85043,Y,41,66,N,110.24,110.24
3912,M,Single,2,42815,Y,27,10,Y,108.6,108.6
3981,M,Single,0,74592,Y,26,61,Y,85.4,85.71
4021,M,Single,1,98727,Y,18,4,Y,105,105
4028,M,Single,0,15041,Y,18,7,Y,156.3,156.3
4126,F,Married,0,2372,Y,26,18,N,123.44,123.44
4163,F,Single,0,32157,Y,20,34,Y,64.92,64.92
4182,F,Married,1,89479,Y,24,21,N,140.54,141.18
4241,M,Single,0,72515,Y,22,35,Y,101.81,101.81
4256,F,Single,0,29210,N,26,2,Y,69.04,72.61
4262,M,Married,0,55767,N,43,114,N,116.29,116.75
4271,M,Married,0,63753,N,45,28,N,87.7,90.24
4306,M,Married,2,80858,Y,33,107,N,177.73,179.86
4329,M,Single,1,26175,Y,30,3,N,41.74,42.58
4340,F,Married,1,86843,N,50,64,N,87.38,87.73
4366,F,Single,0,28253,N,29,95,N,47.86,48.04
4439,F,Single,0,67027,Y,27,64,N,48.86,49.06
4444,F,Single,1,90615,Y,28,76,Y,107.21,107.64
4464,F,Single,0,43886,N,19,21,N,43.13,43.13
4471,F,Single,0,81639,Y,28,18,Y,108.02,109.32
4474,M,Married,1,57382,Y,48,33,N,84.18,84.82
4568,M,Single,0,16773,Y,18,4,Y,103.76,103.76
4586,M,Single,1,28182,N,30,56,N,46.81,47.02
4603,F,Single,0,37140,Y,19,7,Y,85.9,85.9
4622,F,Married,1,56734,N,28,79,N,81.79,82.11
4780,F,Single,2,27003,Y,21,41,Y,107.21,109.01
4788,M,Single,0,85741,N,23,40,Y,82.35,82.96
4854,M,Married,0,22440,N,57,51,N,114.65,115.1
4898,F,Single,1,81719,Y,25,62,N,40.53,40.99
4917,M,Single,0,65856,Y,29,38,Y,100.12,100.52
5004,M,Married,1,99287,N,47,68,N,178.29,178.95
5053,M,Married,2,266802,Y,42,3,N,172.1,177.46
5060,M,Married,2,35353,Y,46,116,N,155.3,155.91
5116,F,Single,1,66404,Y,22,33,Y,85.24,85.37
5160,M,Married,0,50682,Y,72,56,N,124.35,124.69
5166,F,Married,0,50493,Y,27,104,N,82.13,82.85
5171,M,Single,0,53219,Y,22,57,N,43.44,43.44
5243,M,Single,2,34022,N,24,36,Y,81.05,81.05
5263,F,Married,0,30806,Y,47,77,N,173.8,174.48
5265,F,Married,0,1755,Y,64,64,N,83.26,83.59
5335,M,Single,0,91322,Y,23,26,N,44.25,45.35
5346,F,Married,0,809479,Y,47,43,N,144.8,145.36
5359,M,Single,0,91468,N,25,94,N,41.5,41.93
5460,M,Married,0,33025,Y,60,51,N,188,188.74
5464,M,Single,0,81893,N,27,93,N,43.16,43.16
5549,F,Married,1,71576,N,32,71,N,123,123.82
5550,F,Single,1,45618,Y,27,6,Y,68.17,72.1
5551,M,Married,0,87326,Y,48,88,N,129.3,129.82
5578,F,Married,1,9272,Y,29,31,N,127.81,129.52
5609,M,Single,0,40272,Y,67,60,Y,109.77,109.77
5640,M,Single,0,93212,Y,29,101,Y,84.44,85.2
5678,M,Single,0,66640,N,22,59,Y,88.41,88.71
5708,F,Married,0,84962,N,41,54,N,135.6,136.7
5763,M,Married,1,28562,Y,29,72,N,88.11,89.21
5817,M,Single,0,449581,Y,27,35,Y,100.88,100.88
5844,M,Married,2,23873,Y,23,46,N,173.4,173.97
5878,M,Married,2,39882,Y,34,110,N,115.77,116.82
5881,M,Single,1,79520,Y,25,4,Y,84.5,84.91
5896,F,Married,1,68091,Y,47,67,N,178.39,179.06
5914,F,Married,1,4706,Y,43,76,N,233.5,235.17
5940,M,Married,0,77915,Y,48,2,N,86.86,97.4
6003,M,Married,2,53146,Y,30,95,N,117.86,117.99
6025,F,Single,0,36665,N,24,82,N,49.19,49.37
6087,M,Married,0,91832,Y,45,2,N,179.95,188.12
6092,F,Single,2,56191,Y,29,35,N,49.96,49.96
6113,M,Single,2,42754,Y,21,16,N,49.94,50.1
6137,F,Single,1,49777,Y,25,40,N,43.3,44.19
6158,M,Married,0,28140,Y,60,29,N,120.95,121.37
6201,M,Married,0,35847,Y,53,15,N,119.81,120.21
6243,F,Married,0,61394,Y,43,44,N,177.73,179.67
6281,M,Married,1,67704,Y,46,79,N,110.79,111.17
6322,M,Single,2,14909,N,27,64,Y,87.12,87.4
6336,M,Single,1,21414,Y,29,23,Y,83.77,85.22
6405,M,Single,0,18125,Y,27,91,N,41.31,41.35
6464,M,Single,0,496675,Y,30,114,Y,61.88,62.46
6495,M,Married,8,92316,N,44,68,N,85.56,85.88
6513,F,Single,0,12341,Y,28,109,Y,62.79,63.03
6522,M,Married,0,77031,Y,26,92,N,202.7,203.15
6557,F,Single,1,54729,N,19,11,Y,101,102.57
6580,F,Married,1,68073,Y,52,44,N,147.7,150.04
6585,F,Married,1,24598,N,30,68,N,126.9,126.9
6599,F,Married,0,23285,Y,31,23,N,81.3,82.98
6636,M,Single,0,44068,Y,24,5,Y,85.18,85.18
6662,M,Married,0,50298,N,42,46,N,88.68,89
6674,M,Single,0,77300,N,18,7,Y,67.48,67.48
6752,M,Married,0,6659,Y,39,6,N,84.61,84.61
6770,M,Single,1,71708,Y,20,19,N,48.33,48.33
6807,F,Married,1,89192,Y,28,119,N,149.03,150.35
6845,M,Single,0,39806,N,18,2,Y,107.84,108.55
6868,F,Married,1,10830,Y,39,86,N,111.52,112.32
6972,M,Married,0,88303,Y,53,84,N,117.94,118.37
6984,F,Single,0,51110,N,18,7,Y,104.46,104.64
7014,F,Single,1,266574,Y,26,30,Y,62.67,62.67
7033,F,Single,0,781354,Y,19,12,Y,63.47,63.47
7097,F,Single,0,18067,N,18,9,Y,89.26,95.52
7115,M,Married,0,60317,Y,46,97,N,129.29,129.57
7134,F,Single,0,48154,Y,28,61,Y,82.53,82.53
7142,F,Married,0,9413,N,25,86,N,176.92,177.2
7224,M,Married,0,30923,Y,34,75,N,175.66,176.89
7231,M,Single,1,29045,Y,27,21,Y,66.44,68.89
7315,M,Married,0,15449,N,50,117,N,126.33,126.55
7355,F,Married,1,36428,Y,29,99,N,129.08,129.54
7409,M,Single,0,47174,Y,27,81,Y,109.8,109.8
7437,F,Single,0,69075,Y,27,33,Y,105.52,105.84
7457,M,Single,0,66297,Y,31,63,N,47.31,47.73
7501,F,Married,0,9631,Y,53,49,N,141.78,141.78
7516,M,Married,2,86014,N,42,20,N,87.17,87.39
7542,M,Single,0,13683,Y,22,10,Y,101.72,101.72
7557,M,Single,1,19215,Y,29,111,Y,80.33,81.03
7653,F,Married,2,82189,Y,36,68,N,143.23,144.34
7686,M,Married,0,16711,Y,54,77,N,89.38,90.14
7733,F,Single,1,53981,Y,24,45,N,45.52,46.32
7741,M,Married,0,37941,Y,31,97,N,121.19,122.16
7781,M,Married,1,78597,N,47,88,N,148.31,149.36
7782,M,Single,0,14429,Y,23,57,N,43.21,43.65
7918,F,Single,0,13566,Y,18,10,Y,87.81,87.81
7962,F,Married,1,29031,Y,27,1,N,147.13,161.4
8001,M,Married,1,46018,Y,51,97,N,125.03,125.58
8006,F,Married,0,32555,Y,34,62,N,122.58,123.67
8157,M,Single,0,72982,Y,21,4,Y,62.09,67.27
8165,F,Married,1,786709,N,51,39,N,174.46,174.46
8188,F,Married,0,13838,N,49,97,N,87.82,87.82
8206,M,Married,0,74619,Y,51,110,N,147.65,147.65
8212,M,Married,0,46441,N,56,35,N,113.36,113.38
8225,F,Single,0,78723,Y,29,81,N,43.8,44.18
8279,M,Single,0,169511,N,24,46,Y,67.12,67.34
8374,M,Single,2,919,N,22,23,Y,86.71,86.71
8473,M,Single,1,394,Y,21,11,Y,106.11,106.11
8480,M,Single,2,87993,Y,19,9,N,104.3,105.66
8500,M,Married,0,48335,Y,28,83,N,140.72,141.17
8519,M,Married,2,58620,Y,27,49,N,127.75,128.8
8539,F,Married,0,37417,N,35,62,N,85.63,85.91
8600,F,Single,0,8845,Y,24,69,Y,88.38,88.71
8701,M,Married,0,23050,Y,27,85,N,125.45,126.55
8732,F,Married,0,47910,Y,49,50,N,129.81,130.42
8743,F,Single,0,39852,N,20,14,Y,64.83,64.83
8819,F,Single,1,24145,Y,23,28,N,40.72,42.12
8851,F,Single,0,983766,Y,35,82,Y,61.92,62.15
8853,M,Married,0,83483,N,35,72,N,129.76,130.22
8873,M,Married,2,55013,N,40,105,N,140.73,140.73
8885,F,Single,0,70052,N,28,96,Y,105.87,106.53
8904,F,Married,2,32339,N,51,74,N,113.3,113.69
8949,F,Single,1,16455,Y,20,28,Y,106.51,106.51
9022,F,Single,2,918982,Y,23,51,Y,102.03,102.74
9082,F,Single,0,29530,N,28,65,Y,108.69,109.91
9109,F,Single,0,13577,Y,18,8,Y,65.6,67.35
9161,F,Married,1,99677,Y,27,69,N,122.35,123.46
9166,F,Married,2,82813,Y,52,51,N,81.87,82.2
9235,M,Single,1,46115,Y,27,115,Y,85.46,86.21
9277,M,Single,0,723679,Y,28,119,Y,101.55,101.55
9279,M,Married,1,9902,Y,30,14,N,83.89,84.19
